source,target,date_min
file10843,file10852,1536-04-21
file10843,file10844,1536-04-21
file10843,file10853,1536-04-21
file10843,file10850,1536-04-21
file10844,file10853,1536-04-21
file10844,file10850,1536-04-21
file10844,file10852,1536-04-21
file10850,file10852,1536-04-29
file10850,file10853,1536-04-29
file10852,file10853,1536-04-30
file10856,file10878,1536-05-12
file10858,file10879,1536-05-12
file10860,file10873,1536-05-16
file10866,file10867,1536-05-23
file1087,file1112,1550-11-21
file1087,file1104,1550-11-21
file10870,file10876,1536-05-27
file10874,file10897,1536-06-02
file10874,file10880,1536-06-02
file10874,file10877,1536-06-02
file10874,file10881,1536-06-02
file10874,file10886,1536-06-02
file10874,file10882,1536-06-02
file10875,file10893,1536-06-06
file10876,file10895,1536-06-01
file10877,file10881,1536-06-08
file10877,file10886,1536-06-08
file10877,file10882,1536-06-08
file10877,file10897,1536-06-08
file10877,file10880,1536-06-08
file1088,file1118,1550-11-27
file1088,file1097,1550-11-27
file1088,file1089,1550-11-27
file1088,file1100,1550-11-27
file1088,file1091,1550-11-27
file1088,file1096,1550-11-27
file10880,file10881,1536-06-09
file10880,file10886,1536-06-09
file10880,file10882,1536-06-09
file10880,file10897,1536-06-09
file10881,file10886,1536-06-09
file10881,file10882,1536-06-09
file10881,file10897,1536-06-09
file10882,file10897,1536-06-12
file10882,file10886,1536-06-12
file10884,file10891,1536-06-13
file10886,file10902,1536-06-16
file10886,file10897,1536-06-16
file10886,file10903,1536-06-16
file1089,file1118,1550-11-27
file1089,file1097,1550-11-27
file1089,file1100,1550-11-27
file1089,file1091,1550-11-27
file1089,file1096,1550-11-27
file10897,file10909,1536-07-01
file10897,file10903,1536-07-01
file10897,file10902,1536-07-01
file10897,file10906,1536-07-01
file10897,file10904,1536-07-01
file10897,file10911,1536-07-01
file10902,file10903,1536-07-15
file10902,file10906,1536-07-15
file10902,file10913,1536-07-15
file10902,file10904,1536-07-15
file10902,file10914,1536-07-15
file10902,file10911,1536-07-15
file10902,file10909,1536-07-15
file10903,file10913,1536-07-15
file10903,file10904,1536-07-15
file10903,file10914,1536-07-15
file10903,file10911,1536-07-15
file10903,file10909,1536-07-15
file10903,file10906,1536-07-15
file10904,file10913,1536-07-18
file10904,file10906,1536-07-18
file10904,file10914,1536-07-18
file10904,file10911,1536-07-18
file10904,file10909,1536-07-18
file10906,file10913,1536-07-19
file10906,file10914,1536-07-19
file10906,file10911,1536-07-19
file10906,file10909,1536-07-19
file10908,file10918,1536-07-22
file10908,file10915,1536-07-22
file10909,file10926,1536-07-28
file10909,file10913,1536-07-28
file10909,file10914,1536-07-28
file10909,file10911,1536-07-28
file10909,file10925,1536-07-28
file1091,file1100,1550-11-28
file1091,file1096,1550-11-28
file1091,file1118,1550-11-28
file1091,file1097,1550-11-28
file10911,file10914,1536-07-31
file10911,file10925,1536-07-31
file10911,file10926,1536-07-31
file10911,file10913,1536-07-31
file10913,file10914,1536-08-04
file10913,file10928,1536-08-04
file10913,file10925,1536-08-04
file10913,file10926,1536-08-04
file10914,file10925,1536-08-04
file10914,file10926,1536-08-04
file10914,file10928,1536-08-04
file10915,file10918,1536-08-06
file10915,file10922,1536-08-06
file10916,file10923,1536-08-11
file10916,file10930,1536-08-11
file10917,file10940,1536-08-08
file10917,file10931,1536-08-08
file10918,file10934,1536-08-16
file10918,file10922,1536-08-16
file1092,file1110,1550-11-28
file1092,file1103,1550-11-28
file10920,file10927,1536-08-19
file10922,file10936,1536-08-22
file10922,file10934,1536-08-22
file10923,file10930,1536-08-22
file10925,file10928,1536-08-24
file10925,file10932,1536-08-24
file10925,file10926,1536-08-24
file10925,file10933,1536-08-24
file10926,file10928,1536-08-26
file10926,file10932,1536-08-26
file10926,file10933,1536-08-26
file10928,file10932,1536-08-31
file10928,file10933,1536-08-31
file10931,file10940,1536-09-01
file10932,file10933,1536-09-06
file10934,file10936,1536-09-08
file10934,file10939,1536-09-08
file10935,file13153,1536-09-17
file10936,file10939,1536-09-17
file10941,file10950,1536-10-05
file10941,file10944,1536-10-05
file10944,file10950,1536-10-10
file10950,file10963,1536-11-02
file10950,file10958,1536-11-02
file10950,file10956,1536-11-02
file10950,file10957,1536-11-02
file10951,file10966,1536-11-04
file10956,file10957,1536-11-18
file10956,file10963,1536-11-18
file10956,file10958,1536-11-18
file10957,file10963,1536-11-24
file10957,file10958,1536-11-24
file10958,file10963,1536-11-26
file1096,file1136,1550-12-04
file1096,file1118,1550-12-04
file1096,file1135,1550-12-04
file1096,file1097,1550-12-04
file1096,file1100,1550-12-04
file1096,file1133,1550-12-04
file10963,file10972,1536-11-30
file10966,file10970,1536-12-03
file10966,file10968,1536-12-03
file10966,file10967,1536-12-03
file10967,file10968,1536-12-05
file10967,file10970,1536-12-05
file10968,file10970,1536-12-12
file1097,file1135,1550-12-04
file1097,file1100,1550-12-04
file1097,file1133,1550-12-04
file1097,file1136,1550-12-04
file1097,file1118,1550-12-04
file10972,file10974,1536-12-30
file10973,file10975,1537-01-03
file10974,file10982,1537-01-10
file10976,file10985,1537-01-16
file10976,file10989,1537-01-16
file10976,file10984,1537-01-16
file10976,file10986,1537-01-16
file10979,file10980,1537-01-21
file10982,file10996,1537-01-31
file10982,file10990,1537-01-31
file10983,file10994,1537-02-02
file10984,file10989,1537-02-03
file10984,file11001,1537-02-03
file10984,file10986,1537-02-03
file10984,file10985,1537-02-03
file10984,file10998,1537-02-03
file10985,file10998,1537-02-09
file10985,file10989,1537-02-09
file10985,file11002,1537-02-09
file10985,file11001,1537-02-09
file10985,file10986,1537-02-09
file10986,file10998,1537-02-10
file10986,file11010,1537-02-10
file10986,file10989,1537-02-10
file10986,file11002,1537-02-10
file10986,file11001,1537-02-10
file10989,file11010,1537-02-12
file10989,file10998,1537-02-12
file10989,file11002,1537-02-12
file10989,file11001,1537-02-12
file10989,file11012,1537-02-12
file1099,file1121,1550-12-04
file10990,file10996,1537-02-13
file10991,file10997,1537-02-15
file10993,file11009,1537-02-17
file10993,file11007,1537-02-17
file10994,file11003,1537-02-19
file10994,file11008,1537-02-19
file10996,file11013,1537-02-19
file10998,file11001,1537-02-24
file10998,file11012,1537-02-24
file10998,file11010,1537-02-24
file10998,file11002,1537-02-24
file11,file5,1548-01-03
file11,file20,1548-01-13
file11,file13146,1547-12-21
file11,file9,1548-01-10
file11,file13145,1547-12-21
file11,file36,1548-01-13
file11,file38,1548-01-13
file11,file13150,1547-12-30
file110,file134,1548-05-04
file110,file132,1548-05-04
file110,file91,1548-04-13
file110,file93,1548-04-05
file110,file133,1548-05-04
file110,file138,1548-05-04
file110,file115,1548-05-04
file110,file96,1548-04-18
file110,file111,1548-05-04
file110,file122,1548-05-04
file110,file125,1548-05-04
file110,file13155,1548-04-04
file110,file90,1548-04-10
file110,file92,1548-04-15
file1100,file1135,1550-12-05
file1100,file1133,1550-12-05
file1100,file1136,1550-12-05
file1100,file1118,1550-12-05
file11001,file11002,1537-03-04
file11001,file11019,1537-03-04
file11001,file11018,1537-03-04
file11001,file11012,1537-03-04
file11001,file11010,1537-03-04
file11002,file11010,1537-03-06
file11002,file11019,1537-03-06
file11002,file11018,1537-03-06
file11002,file11012,1537-03-06
file11003,file11008,1537-03-07
file11004,file11011,1537-03-07
file11005,file11021,1537-03-07
file11007,file11009,1537-03-08
file11010,file11030,1537-03-12
file11010,file11018,1537-03-12
file11010,file11019,1537-03-12
file11010,file11012,1537-03-12
file11010,file11032,1537-03-12
file11012,file11032,1537-03-14
file11012,file11030,1537-03-14
file11012,file11018,1537-03-14
file11012,file11019,1537-03-14
file11013,file11017,1537-03-18
file11015,file11023,1537-03-21
file11016,file11034,1537-03-23
file11018,file11030,1537-03-27
file11018,file11019,1537-03-27
file11018,file11032,1537-03-27
file11019,file11030,1537-03-27
file11019,file11032,1537-03-27
file1102,file1119,1550-12-06
file1102,file1113,1550-12-06
file11021,file11033,1537-03-27
file11027,file11028,1537-04-03
file1103,file1110,1550-12-06
file11030,file11032,1537-04-09
file1104,file1112,1550-12-07
file1104,file1124,1550-12-07
file11040,file11043,1537-05-20
file11049,file11051,1537-06-15
file11050,file11065,1537-06-19
file11050,file11063,1537-06-19
file11050,file11054,1537-06-19
file11052,file11053,1537-06-26
file11054,file11065,1537-06-30
file11054,file11063,1537-06-30
file11057,file11067,1537-07-09
file11057,file11068,1537-07-09
file11063,file11065,1537-07-15
file11067,file11075,1537-07-23
file11067,file11068,1537-07-23
file11068,file11075,1537-07-26
file1107,file1120,1550-12-13
file1107,file1117,1550-12-13
file1107,file1146,1550-12-13
file1107,file1116,1550-12-13
file11071,file11073,1537-08-17
file11071,file11072,1537-08-17
file11072,file11073,1537-08-18
file11075,file11076,1537-08-22
file11075,file11079,1537-08-22
file11076,file11079,1537-08-29
file1108,file1115,1550-12-16
file1108,file1114,1550-12-16
file11080,file11088,1537-09-07
file11083,file11094,1537-09-10
file11085,file11087,1537-09-15
file11085,file11089,1537-09-15
file11087,file11089,1537-09-22
file11087,file11101,1537-09-22
file11088,file11097,1537-09-23
file11089,file11101,1537-09-24
file1109,file1150,1550-12-16
file11090,file11098,1537-09-25
file11090,file11096,1537-09-25
file11092,file11100,1537-10-02
file11096,file11098,1537-10-06
file11097,file11108,1537-10-13
file111,file115,1548-05-04
file111,file96,1548-04-18
file111,file122,1548-05-04
file111,file13155,1548-04-04
file111,file90,1548-04-10
file111,file125,1548-05-04
file111,file92,1548-04-15
file111,file134,1548-05-04
file111,file132,1548-05-04
file111,file93,1548-04-05
file111,file133,1548-05-04
file111,file138,1548-05-04
file111,file91,1548-04-13
file1110,file1153,1550-12-16
file11101,file11119,1537-10-16
file11101,file11107,1537-10-16
file11106,file11120,1537-11-04
file11106,file11109,1537-11-04
file11106,file11114,1537-11-04
file11107,file11119,1537-11-01
file11108,file11117,1537-11-11
file11109,file11120,1537-11-11
file11109,file11114,1537-11-11
file11114,file11120,1537-11-26
file11117,file11127,1537-11-28
file11117,file11125,1537-11-28
file11117,file11123,1537-11-28
file1112,file1124,1550-12-17
file11122,file11131,1537-12-15
file11123,file11125,1537-12-20
file11123,file11129,1537-12-20
file11123,file11132,1537-12-20
file11123,file11127,1537-12-20
file11125,file11132,1537-12-22
file11125,file11129,1537-12-22
file11125,file11127,1537-12-22
file11127,file11132,1537-12-24
file11127,file11129,1537-12-24
file11129,file11132,1537-12-31
file1113,file1142,1550-12-17
file1113,file1152,1550-12-17
file1113,file1119,1550-12-17
file11131,file11140,1538-01-04
file11134,file11137,1538-01-10
file11134,file11139,1538-01-10
file11134,file11136,1538-01-10
file11136,file11139,1538-01-17
file11136,file11137,1538-01-17
file11137,file11147,1538-01-23
file11137,file11139,1538-01-23
file11139,file11147,1538-01-24
file1114,file1115,1550-12-19
file11140,file11149,1538-01-31
file11143,file11152,1538-02-12
file11152,file11159,1538-03-07
file11159,file11166,1538-03-26
file1116,file1120,1550-12-20
file1116,file1117,1550-12-20
file1116,file1146,1550-12-20
file11161,file11162,1538-03-30
file11166,file11171,1538-04-19
file1117,file1120,1550-12-20
file1117,file1146,1550-12-20
file11172,file11176,1538-05-17
file11176,file11184,1538-05-27
file11177,file11180,1538-06-03
file11178,file11182,1538-06-04
file1118,file1154,1550-12-22
file1118,file1141,1550-12-22
file1118,file1133,1550-12-22
file1118,file1139,1550-12-22
file1118,file1136,1550-12-22
file1118,file1135,1550-12-22
file1118,file1151,1550-12-22
file11184,file11191,1538-06-26
file11184,file11185,1538-06-26
file11185,file11194,1538-07-07
file11185,file11191,1538-07-07
file1119,file1142,1550-12-23
file1119,file1152,1550-12-23
file11191,file11194,1538-07-18
file11192,file11197,1538-07-24
file11193,file11195,1538-07-26
file11193,file11201,1538-07-26
file11194,file11203,1538-07-28
file11195,file11205,1538-07-29
file11195,file11201,1538-07-29
file11197,file11204,1538-08-05
file1120,file1146,1550-12-23
file11201,file11214,1538-08-12
file11201,file11205,1538-08-12
file11201,file11207,1538-08-12
file11203,file11216,1538-08-21
file11205,file11214,1538-08-27
file11205,file11207,1538-08-27
file11206,file11219,1538-08-29
file11207,file11214,1538-08-30
file11216,file11225,1538-09-10
file11217,file11224,1538-09-12
file11217,file11227,1538-09-12
file11217,file11226,1538-09-12
file11217,file11228,1538-09-12
file11224,file11227,1538-09-23
file11224,file11226,1538-09-23
file11224,file11228,1538-09-23
file11224,file11232,1538-09-23
file11226,file11228,1538-10-03
file11226,file11232,1538-10-03
file11226,file11234,1538-10-03
file11226,file11227,1538-10-03
file11227,file11232,1538-10-04
file11227,file11234,1538-10-04
file11227,file11228,1538-10-04
file11228,file11232,1538-10-07
file11228,file11234,1538-10-07
file1123,file1140,1550-12-28
file1123,file1160,1550-12-28
file11230,file11231,1538-10-15
file11232,file11234,1538-10-22
file11232,file11241,1538-10-22
file11233,file11239,1538-10-30
file11233,file11236,1538-10-30
file11234,file11244,1538-10-30
file11234,file11241,1538-10-30
file11236,file11239,1538-10-31
file11239,file11246,1538-11-09
file11239,file11248,1538-11-09
file1124,file1158,1550-12-29
file1124,file1155,1550-12-29
file1124,file1156,1550-12-29
file11241,file11249,1538-11-15
file11241,file11247,1538-11-15
file11241,file11244,1538-11-15
file11244,file11247,1538-11-26
file11244,file11249,1538-11-26
file11246,file11251,1538-12-03
file11246,file11248,1538-12-03
file11247,file11254,1538-12-05
file11247,file11249,1538-12-05
file11248,file11251,1538-12-06
file11249,file11254,1538-12-13
file1125,file1149,1550-12-30
file11251,file11258,1538-12-26
file11253,file11259,1539-01-01
file11253,file11256,1539-01-01
file11254,file11260,1539-01-04
file11255,file11257,1539-01-07
file11255,file11263,1539-01-07
file11256,file11259,1539-01-13
file11257,file11263,1539-01-17
file11258,file11269,1539-01-19
file11258,file11270,1539-01-19
file11259,file11268,1539-01-21
file11260,file11275,1539-01-25
file11261,file11267,1539-01-25
file11267,file11280,1539-02-13
file11268,file11279,1539-02-15
file11268,file11283,1539-02-15
file11269,file11282,1539-02-16
file11269,file11270,1539-02-16
file11269,file11286,1539-02-16
file11269,file11273,1539-02-16
file11270,file11286,1539-02-18
file11270,file11273,1539-02-18
file11270,file11282,1539-02-18
file11273,file11286,1539-02-23
file11273,file11282,1539-02-23
file11275,file11288,1539-02-15
file11275,file11284,1539-02-15
file11275,file11278,1539-02-15
file11278,file11288,1539-03-04
file11278,file11284,1539-03-04
file11279,file11283,1539-03-07
file11282,file11295,1539-03-10
file11282,file11286,1539-03-10
file11284,file11291,1539-03-11
file11284,file11288,1539-03-11
file11286,file11296,1539-03-13
file11286,file11295,1539-03-13
file11288,file11291,1539-03-16
file11288,file11297,1539-03-16
file11291,file11297,1539-04-04
file11291,file11306,1539-04-04
file11291,file11303,1539-04-04
file11293,file11304,1539-04-07
file11295,file11311,1539-04-08
file11295,file11307,1539-04-08
file11295,file11299,1539-04-08
file11295,file11296,1539-04-08
file11295,file11300,1539-04-08
file11295,file11302,1539-04-08
file11296,file11299,1539-04-12
file11296,file11300,1539-04-12
file11296,file11302,1539-04-12
file11296,file11311,1539-04-12
file11296,file11307,1539-04-12
file11297,file11313,1539-04-13
file11297,file11306,1539-04-13
file11297,file11303,1539-04-13
file11299,file11307,1539-04-18
file11299,file11300,1539-04-18
file11299,file11302,1539-04-18
file11299,file11311,1539-04-18
file113,file99,1548-04-20
file1130,file1138,1551-01-01
file11300,file11316,1539-04-22
file11300,file11302,1539-04-22
file11300,file11311,1539-04-22
file11300,file11307,1539-04-22
file11301,file11312,1539-04-22
file11301,file11310,1539-04-22
file11302,file11316,1539-04-24
file11302,file11311,1539-04-24
file11302,file11307,1539-04-24
file11303,file11313,1539-04-26
file11303,file11306,1539-04-26
file11303,file11317,1539-04-26
file11305,file11319,1539-05-02
file11306,file11313,1539-05-03
file11306,file11317,1539-05-03
file11307,file11316,1539-05-03
file11307,file11311,1539-05-03
file11310,file11312,1539-05-07
file11311,file11316,1539-05-07
file11313,file11317,1539-05-12
file11313,file11320,1539-05-12
file11316,file11321,1539-05-22
file11317,file11323,1539-05-23
file11317,file11320,1539-05-23
file11319,file11325,1539-05-24
file11320,file11323,1539-06-06
file11321,file11327,1539-06-08
