letter_id,sender_ref,sender_cert,recipient_ref,recipient_cert,date_when,date_cert,place_ref,place_cert,language,date_precision,date_parsed,year,month
file6343,p495,low,p252,high,1564-12-31,high,l587,low,de,full,1564-12-31,1564,12
file6344,p8126,high,p495,high,1564-12-31,high,l28,high,la,full,1564-12-31,1564,12
file6345,p8160,low,p495,low,1565-01-01/1565-12-31,low,l98,low,la,range,1565-01-01,1565,1
file6346,p495,low,p477,low,1565-01-01/1565-12-31,low,l587,low,de,range,1565-01-01,1565,1
file6347,p495,low,p477,low,1565-01-01/1565-12-31,low,l587,low,de,range,1565-01-01,1565,1
file6348,p495,low,p477,high,1565-01-01/1565-12-31,low,l587,low,de,range,1565-01-01,1565,1
file6349,p3015,low,p495,low,1565-01-01/1567-12-31,low,l587,low,de,range,1565-01-01,1565,1
file635,p8298,high,p495,high,1549-08-17,high,,,,full,1549-08-17,1549,8
file6350,p8018,high,p495,high,1565-01-04,high,l41,high,la,full,1565-01-04,1565,1
file6351,p8033,low,p495,low,1565-01-08,high,,,,full,1565-01-08,1565,1
file6352,p8009,high,p495,low,1565-01-08,high,l98,high,la,full,1565-01-08,1565,1
file6353,p8018,high,p495,high,1565-01-08,high,l41,high,,full,1565-01-08,1565,1
file6354,p495,high,p8009,low,1565-01-12,high,l587,high,la,full,1565-01-12,1565,1
file6355,,,,,1504-01-01/1575-12-31,low,,,,range,1504-01-01,1504,1
file6356,p8075,high,p495,low,1565-01-13,high,l210,high,la,full,1565-01-13,1565,1
file6357,p8009,high,p495,low,1565-01-15,high,l98,high,de,full,1565-01-15,1565,1
file6358,p1553,high,p495,high,1565-01-17,high,l489,high,la,full,1565-01-17,1565,1
file6359,p8009,high,p495,high,1565-01-18,high,l98,high,de,full,1565-01-18,1565,1
file636,p1278,low,p495,high,1549-08-17,low,l28,low,la,full,1549-08-17,1549,8
file6360,p495,high,p8009,high,1565-01-19,high,l587,high,la,full,1565-01-19,1565,1
file6361,p1915,high,p495,high,1565-01-19,high,l555,high,la,full,1565-01-19,1565,1
file6362,p4037,high,p495,high,1565-01-20,high,l93,high,la,full,1565-01-20,1565,1
file6363,p613,high,p495,low,1565-01-22,high,l417,high,la,full,1565-01-22,1565,1
file6364,p1869,high,p495,low,1565-01-22,low,l468,high,la,full,1565-01-22,1565,1
file6365,p8075,high,p495,high,1565-01-24,low,l210,high,la,full,1565-01-24,1565,1
file6366,p495,high,p8009,low,1565-01-26,high,l587,high,la,full,1565-01-26,1565,1
file6367,p2899,high,p495,low,1565-01-27,high,l18,high,la,full,1565-01-27,1565,1
file6368,p8018,high,p495,high,1565-01-28,high,l41,high,la,full,1565-01-28,1565,1
file6369,p8009,low,p495,low,1565-01-31,high,l98,low,la,full,1565-01-31,1565,1
file637,p3206,high,p495,high,1549-08-17,high,l176,high,la,full,1549-08-17,1549,8
file6370,p8466,high,p495,high,1565-02-02,high,l28,high,la,full,1565-02-02,1565,2
file6371,p495,high,p8416,high,1565-02-04,low,l587,high,,full,1565-02-04,1565,2
file6372,p8009,low,p495,low,1565-02-04,high,l98,low,la,full,1565-02-04,1565,2
file6373,p8009,low,p495,low,1565-02-04,high,,,de,full,1565-02-04,1565,2
file6374,p252,low,p495,high,1565-02-07,high,l176,low,de,full,1565-02-07,1565,2
file6375,p1869,low,p495,low,1565-02-08,high,l468,low,la,full,1565-02-08,1565,2
file6376,p8009,high,p495,low,1565-02-10,high,l98,high,de,full,1565-02-10,1565,2
file6377,p8009,low,p495,low,1565-02-10,high,,,de,full,1565-02-10,1565,2
file6378,p8009,high,p495,low,1565-02-13,high,l98,high,de,full,1565-02-13,1565,2
file6379,p2923,high,p495,low,1565-02-15,high,l361,high,de,full,1565-02-15,1565,2
file638,p8124,high,p495,high,1549-08-18,high,l907,high,la,full,1549-08-18,1549,8
file6380,p8009,high,p495,low,1565-02-19,high,l98,high,la,full,1565-02-19,1565,2
file6381,p8009,low,p495,low,1565-02-21,high,l98,low,la,full,1565-02-21,1565,2
file6382,p495,low,p252,high,1565-02-23,high,l587,low,de,full,1565-02-23,1565,2
file6383,p495,high,p8009,high,1565-02-23,high,l587,high,la,full,1565-02-23,1565,2
file6384,p8009,high,p495,low,1565-02-24,high,l98,high,la,full,1565-02-24,1565,2
file6385,p8018,high,p495,high,1565-02-24,high,l41,high,de,full,1565-02-24,1565,2
file6386,p3740,high,p495,low,1565-02-24,high,l18,high,la,full,1565-02-24,1565,2
file6387,p2899,high,p495,high,1565-02-28,high,l18,high,la,full,1565-02-28,1565,2
file6388,,,p3655,low,1565-03,low,l587,low,la,year_month,1565-03-01,1565,3
file6389,,,,,1504-01-01/1575-12-31,low,,,,range,1504-01-01,1504,1
file639,p8418,high,p495,high,1549-08-19,high,l28,high,la,full,1549-08-19,1549,8
file6390,,,p8117,low,1565-03,low,l587,low,la,year_month,1565-03-01,1565,3
file6391,p8160,high,p495,high,1565-03-01,high,l98,high,la,full,1565-03-01,1565,3
file6392,p495,low,p252,high,1565-03-01,low,l587,low,de,full,1565-03-01,1565,3
file6393,p8009,high,p495,low,1565-03-01,high,l98,high,la,full,1565-03-01,1565,3
file6394,p8391,high,p495,low,1565-03-01,high,,,la,full,1565-03-01,1565,3
file6395,p495,high,p8009,low,1565-03-02,high,l587,high,la,full,1565-03-02,1565,3
file6396,p8009,high,p495,low,1565-03-05,high,l98,high,la,full,1565-03-05,1565,3
file6397,p8009,high,p495,low,1565-03-06,high,l98,high,la,full,1565-03-06,1565,3
file6398,p8009,high,p495,low,1565-03-07,high,l98,high,de,full,1565-03-07,1565,3
file6399,p8033,high,p495,high,1565-03-08,high,l167,high,,full,1565-03-08,1565,3
file64,p2317,high,p495,high,1548-03-08,low,l28,high,la,full,1548-03-08,1548,3
file640,p8049,high,p495,high,1549-08-19,high,l473,high,de,full,1549-08-19,1549,8
file6400,p495,low,p252,high,1565-03-09,high,l587,low,de,full,1565-03-09,1565,3
file6401,p495,high,p8009,low,1565-03-09,high,l587,high,la,full,1565-03-09,1565,3
file6402,p495,low,p8009,low,1565-03-09,high,l587,low,la,full,1565-03-09,1565,3
file6403,p8018,high,p495,low,1565-03-10,high,l41,high,la,full,1565-03-10,1565,3
file6404,p8075,high,p495,high,1565-03-11,low,l210,high,la,full,1565-03-11,1565,3
file6405,p8009,high,p495,low,1565-03-12,high,l98,high,la,full,1565-03-12,1565,3
file6406,p4037,high,p495,high,1565-03-12,high,l491,high,,full,1565-03-12,1565,3
file6407,p8033,high,p495,high,1565-03-16,high,l167,high,,full,1565-03-16,1565,3
file6408,p495,high,p8009,low,1565-03-16,high,l587,high,la,full,1565-03-16,1565,3
file6409,p1010,high,p495,low,1565-03-16,high,l404,high,la,full,1565-03-16,1565,3
file641,p3429,high,p495,high,1549-08-19,high,l280,high,la,full,1549-08-19,1549,8
file6410,p495,high,p8033,high,1565-03-17,high,l587,high,,full,1565-03-17,1565,3
file6411,p495,high,p1993,high,1565-03-18,high,l587,high,,full,1565-03-18,1565,3
file6412,p8009,high,p495,low,1565-03-18,high,l98,high,de,full,1565-03-18,1565,3
file6413,p8009,high,p495,low,1565-03-19,high,l98,high,de,full,1565-03-19,1565,3
file6414,p495,low,,,1565-03-20,high,,,,full,1565-03-20,1565,3
file6415,p2601,high,p495,low,1565-03-20,high,l244,high,de,full,1565-03-20,1565,3
file6416,p495,low,p252,high,1565-03-23,high,l587,low,de,full,1565-03-23,1565,3
file6417,p495,low,p8009,low,1565-03-23,high,l587,low,la,full,1565-03-23,1565,3
file6418,p495,high,p1915,low,1565-03-23,high,l587,high,la,full,1565-03-23,1565,3
file6419,p8009,high,p495,low,1565-03-24,high,l98,high,de,full,1565-03-24,1565,3
file642,p8055,low,p495,high,1549-08-20,low,l184,low,de,full,1549-08-20,1549,8
file6420,p8466,high,p495,low,1565-03-25,high,l28,high,la,full,1565-03-25,1565,3
file6421,p8033,low,p495,low,1565-03-26,low,,,,full,1565-03-26,1565,3
file6422,p8009,high,p495,low,1565-03-26,high,l98,high,la,full,1565-03-26,1565,3
file6423,p8018,high,p495,low,1565-03-26,high,l41,high,la,full,1565-03-26,1565,3
file6424,p2041,high,p495,low,1565-03-26,high,l280,high,la,full,1565-03-26,1565,3
file6425,p495,high,p8033,high,1565-03-28,high,l587,high,,full,1565-03-28,1565,3
file6426,,,,,1565-03-28,high,,,,full,1565-03-28,1565,3
file6427,p495,high,p8033,low,1565-03-29,high,l587,high,,full,1565-03-29,1565,3
file6428,p495,high,p8009,low,1565-03-30,high,l587,high,la,full,1565-03-30,1565,3
file6429,p8128,high,p495,low,1565-04-01,high,l558,high,la,full,1565-04-01,1565,4
file643,p3100,high,p495,high,1549-08-20,high,l15,high,la,full,1549-08-20,1549,8
file6430,p8033,low,p495,low,1565-04-02,low,,,,full,1565-04-02,1565,4
file6431,p8009,high,p495,low,1565-04-03,high,l98,high,la,full,1565-04-03,1565,4
file6432,p8018,high,p495,low,1565-04-03,high,l41,high,la,full,1565-04-03,1565,4
file6433,p495,high,p252,high,1565-04-09,low,l587,high,,full,1565-04-09,1565,4
file6434,p8009,high,p495,low,1565-04-09,low,l98,high,de,full,1565-04-09,1565,4
file6435,p8009,high,p495,low,1565-04-09,high,l98,high,la,full,1565-04-09,1565,4
file6436,p8009,low,p495,low,1565-04-11,high,l98,low,la,full,1565-04-11,1565,4
file6437,p495,high,p8009,low,1565-04-13,high,l587,high,la,full,1565-04-13,1565,4
file6438,p8009,high,p495,low,1565-04-15,high,l98,high,de,full,1565-04-15,1565,4
file6439,p8432,high,p495,low,1565-04-15,high,l98,high,la,full,1565-04-15,1565,4
file644,p495,high,p8418,low,1549-08-21,high,l587,high,la,full,1549-08-21,1549,8
file6440,p8009,high,p495,low,1565-04-18,high,l98,high,de,full,1565-04-18,1565,4
file6441,p8009,low,p495,low,1565-04-18,low,,,de,full,1565-04-18,1565,4
file6442,p495,high,p8009,low,1565-04-20,high,l587,high,la,full,1565-04-20,1565,4
file6443,p495,high,p8432,high,1565-04-20,high,l587,high,la,full,1565-04-20,1565,4
file6444,p8009,high,p495,low,1565-04-21,low,l98,high,la,full,1565-04-21,1565,4
file6445,p3429,high,p495,high,1565-04-21,high,l301,high,la,full,1565-04-21,1565,4
file6446,p8009,low,p495,low,1565-04-23,high,l98,low,la,full,1565-04-23,1565,4
file6447,p8384,high,p495,low,1565-04-23,high,l28,high,la,full,1565-04-23,1565,4
file6448,p8075,low,p495,high,1565-04-24,low,l210,low,la,full,1565-04-24,1565,4
file6449,p8453,high,p495,high,1565-04-24,high,l210,high,la,full,1565-04-24,1565,4
file645,p8018,high,p495,high,1549-08-22,high,l41,high,de,full,1549-08-22,1549,8
file6450,p8018,high,p495,high,1565-04-26,high,l41,high,la,full,1565-04-26,1565,4
file6451,p495,high,p8009,low,1565-04-27,high,l587,high,la,full,1565-04-27,1565,4
file6452,p8009,low,p495,high,1565-04-27,low,l98,low,de,full,1565-04-27,1565,4
file6453,,,p495,high,1565-04-28,high,l301,high,la,full,1565-04-28,1565,4
file6454,p8009,low,p495,low,1565-04-29,high,l98,low,la,full,1565-04-29,1565,4
file6455,p2876,high,p495,low,1565-04-30,high,l260,high,la,full,1565-04-30,1565,4
file6456,p495,low,p1283,low,1565-05,low,l587,low,la,year_month,1565-05-01,1565,5
file6457,p495,high,p8416,high,1565-05-02,high,l587,high,la,full,1565-05-02,1565,5
file6458,p8033,high,p495,high,1565-05-03,high,l167,high,,full,1565-05-03,1565,5
file6459,p495,high,p8009,low,1565-05-04,high,l587,high,la,full,1565-05-04,1565,5
file646,p1278,high,p495,high,1549-08-23,low,l28,high,de,full,1549-08-23,1549,8
file6460,p2923,high,p495,low,1565-05-06,high,l361,high,de,full,1565-05-06,1565,5
file6461,p8009,low,p495,low,1565-05-07,low,l98,low,de,full,1565-05-07,1565,5
file6462,p8160,high,p495,low,1565-05-08,high,l98,high,la,full,1565-05-08,1565,5
file6463,,,p495,high,1565-05-08,high,l473,high,,full,1565-05-08,1565,5
file6464,p8033,high,p495,high,1565-05-10,low,l167,high,,full,1565-05-10,1565,5
file6465,p495,high,p8009,low,1565-05-11,high,l587,high,la,full,1565-05-11,1565,5
file6466,p8009,high,p495,low,1565-05-14,high,l98,high,de,full,1565-05-14,1565,5
file6467,p8009,low,p495,low,1565-05-15,high,l98,low,de,full,1565-05-15,1565,5
file6468,p3740,high,p495,low,1565-05-15,high,l18,high,la,full,1565-05-15,1565,5
file6469,p495,high,p8033,high,1565-05-17,high,l587,high,,full,1565-05-17,1565,5
file647,p8018,low,p495,high,1549-08-23,low,l41,low,de,full,1549-08-23,1549,8
file6470,p8011,high,p3429,high,1565-05-17,high,l587,high,la,full,1565-05-17,1565,5
file6471,p495,high,p8009,low,1565-05-18,high,l587,high,de,full,1565-05-18,1565,5
file6472,p8466,high,p495,low,1565-05-18,high,l28,high,la,full,1565-05-18,1565,5
file6473,p8018,high,p495,high,1565-05-19,high,l41,high,la,full,1565-05-19,1565,5
file6474,p629,high,p495,low,1565-05-20,high,l378,high,la,full,1565-05-20,1565,5
file6475,p495,low,p252,low,1565-05-25,high,l587,low,de,full,1565-05-25,1565,5
file6476,p495,low,p8009,low,1565-05-25,high,l587,low,de,full,1565-05-25,1565,5
file6477,p8075,high,p495,high,1565-05-25,low,l210,high,la,full,1565-05-25,1565,5
file6478,p8009,low,p495,low,1565-05-25,high,l98,low,la,full,1565-05-25,1565,5
file6479,p8094,low,p495,low,1565-05-25,high,,,la,full,1565-05-25,1565,5
file648,p8121,high,p495,high,1549-08-23,high,l491,high,la,full,1549-08-23,1549,8
file6480,p2899,high,p495,low,1565-05-26,high,l18,high,la,full,1565-05-26,1565,5
file6481,p8009,low,p495,low,1565-05-27,low,l98,low,de,full,1565-05-27,1565,5
file6482,p8018,high,p495,high,1565-05-28,high,l41,high,la,full,1565-05-28,1565,5
file6483,p8033,high,p495,high,1565-05-31,high,l167,high,,full,1565-05-31,1565,5
file6484,p8009,high,p495,low,1565-06-04,high,l98,high,de,full,1565-06-04,1565,6
file6485,p8009,low,p495,low,1565-06-04,low,,,de,full,1565-06-04,1565,6
file6486,p8033,high,p495,high,1565-06-07,high,l167,high,,full,1565-06-07,1565,6
file6487,p8160,high,p495,high,1565-06-08,low,l98,high,la,full,1565-06-08,1565,6
file6488,p495,high,p8009,low,1565-06-08,high,l587,high,la,full,1565-06-08,1565,6
file6489,p8033,high,p495,high,1565-06-14,high,l167,high,,full,1565-06-14,1565,6
file649,p8418,high,p495,high,1549-08-23,high,l28,high,la,full,1549-08-23,1549,8
file6490,p8033,high,p495,high,1565-06-20,high,l167,high,,full,1565-06-20,1565,6
file6491,p8025,high,,,1565-06-22,high,l401,high,la,full,1565-06-22,1565,6
file6492,p1884,high,p495,high,1565-06-25,low,l5,high,la,full,1565-06-25,1565,6
file6493,p8432,high,p495,low,1565-06-26,high,l98,high,la,full,1565-06-26,1565,6
file6494,p3740,high,p495,low,1565-06-26,high,l18,high,la,full,1565-06-26,1565,6
file6495,p495,low,p8017,low,1565-06-27,high,l587,low,de,full,1565-06-27,1565,6
file6496,p8017,low,p495,low,1565-06-27,high,,,de,full,1565-06-27,1565,6
file6497,p8453,high,p495,low,1565-06-27,low,l210,high,,full,1565-06-27,1565,6
file6498,p8018,high,p495,low,1565-06-28,high,l41,high,la,full,1565-06-28,1565,6
file6499,p1010,high,p495,high,1565-07-08,high,,,la,full,1565-07-08,1565,7
file65,p8055,high,p495,high,1548-03-10,high,l257,high,la,full,1548-03-10,1548,3
file650,,,,,1549-08-23,high,,,,full,1549-08-23,1549,8
file6500,p8041,high,p495,low,1565-07-08,high,l378,high,la,full,1565-07-08,1565,7
file6501,p8009,high,p495,low,1565-07-09,high,l98,high,la,full,1565-07-09,1565,7
file6502,p1010,high,p495,low,1565-07-12,high,l411,high,la,full,1565-07-12,1565,7
file6503,p3050,high,p495,high,1565-07-17,low,l378,high,la,full,1565-07-17,1565,7
file6504,p495,high,p8009,low,1565-07-20,high,l587,high,la,full,1565-07-20,1565,7
file6505,p8009,low,p495,low,1565-07-23,high,l98,low,la,full,1565-07-23,1565,7
file6506,p8018,high,p495,high,1565-07-26/1565-07-27,low,l41,high,,range,1565-07-26,1565,7
file6507,p495,high,p8009,low,1565-07-27,high,l587,high,la,full,1565-07-27,1565,7
file6508,p8009,low,p495,low,1565-07-31,high,l98,low,de,full,1565-07-31,1565,7
file6509,p8009,low,p495,low,1565-08,high,,,,year_month,1565-08-01,1565,8
file651,p495,high,p1010,high,1549-08-24,high,l587,high,la,full,1549-08-24,1549,8
file6510,p8511,high,p495,high,1565-08-01,high,l260,high,la,full,1565-08-01,1565,8
file6511,p8033,low,p495,low,1565-08-06,high,,,,full,1565-08-06,1565,8
file6512,p495,low,p8085,low,1565-08-08,high,,,,full,1565-08-08,1565,8
file6513,p702,high,p495,high,1565-08-08,high,l219,high,la,full,1565-08-08,1565,8
file6514,p8009,high,p495,low,1565-08-09,high,l98,high,la,full,1565-08-09,1565,8
file6515,p3740,high,p495,high,1565-08-11,high,l54,high,la,full,1565-08-11,1565,8
file6516,p8018,high,p495,low,1565-08-12,high,l41,high,la,full,1565-08-12,1565,8
file6517,p8009,low,p495,low,1565-08-13,high,l98,low,de,full,1565-08-13,1565,8
file6518,p1993,high,p8033,low,1565-08-16,high,l157,high,,full,1565-08-16,1565,8
file6519,p495,low,p8009,low,1565-08-17,high,l587,low,la,full,1565-08-17,1565,8
file652,p152,low,p495,high,1549-08-25,high,l84,low,la,full,1549-08-25,1549,8
file6520,p2473,high,p495,low,1565-08-18,high,l299,high,la,full,1565-08-18,1565,8
file6521,p4037,high,p495,low,1565-08-19,high,l93,high,la,full,1565-08-19,1565,8
file6522,p8018,high,p495,low,1565-08-24,high,l41,high,de,full,1565-08-24,1565,8
file6523,p3740,high,p495,low,1565-08-24,high,l18,high,la,full,1565-08-24,1565,8
file6524,p8033,high,p495,high,1565-08-25,high,l167,high,,full,1565-08-25,1565,8
file6525,p8078,high,p495,low,1565-08-26,high,l167,high,la,full,1565-08-26,1565,8
file6526,p8009,high,p495,low,1565-09-03,high,l98,high,la,full,1565-09-03,1565,9
file6527,p8278,high,p495,low,1565-09-08,high,l210,high,la,full,1565-09-08,1565,9
file6528,p8050,high,p495,low,1565-09-08,high,l210,high,la,full,1565-09-08,1565,9
file6529,p495,high,p8009,high,1565-09-08,high,l587,high,la,full,1565-09-08,1565,9
file653,p396,high,p495,high,1549-08-25,high,l98,high,la,full,1549-08-25,1549,8
file6530,p8009,high,p495,low,1565-09-08,low,l98,high,la,full,1565-09-08,1565,9
file6531,p8009,low,p495,low,1565-09-08,high,,,la,full,1565-09-08,1565,9
file6532,p8009,high,p495,low,1565-09-11,high,l98,high,la,full,1565-09-11,1565,9
file6533,p1789,high,p495,low,1565-09-12,high,l473,high,,full,1565-09-12,1565,9
file6534,p495,high,p8009,high,1565-09-14,high,l587,high,la,full,1565-09-14,1565,9
file6535,p8033,high,p495,high,1565-09-18,high,l167,high,,full,1565-09-18,1565,9
file6536,p495,high,p8009,high,1565-09-21,high,l587,high,la,full,1565-09-21,1565,9
file6537,p8009,low,p495,low,1565-09-24,high,l98,low,de,full,1565-09-24,1565,9
file6538,p8009,low,p495,low,1565-09-24,high,,,la,full,1565-09-24,1565,9
file6539,p495,high,p8033,low,1565-09-25,high,l587,high,,full,1565-09-25,1565,9
file654,p505,high,p495,high,1549-08-25,high,l491,high,la,full,1549-08-25,1549,8
file6540,p8075,high,p495,high,1565-09-26,high,l210,high,la,full,1565-09-26,1565,9
file6541,p8466,high,p495,high,1565-09-26,high,l28,high,la,full,1565-09-26,1565,9
file6542,p8006,high,p495,high,1565-09-30,high,l137,high,la,full,1565-09-30,1565,9
file6543,p8009,high,p495,low,1565-10-01,high,l98,high,de,full,1565-10-01,1565,10
file6544,p8009,low,p495,low,1565-10-01,high,,,la,full,1565-10-01,1565,10
file6545,p8511,high,p495,high,1565-10-03/1565-10-05,low,l260,high,,range,1565-10-03,1565,10
file6546,p8511,low,p495,low,1565-10-03/1565-10-05,low,,,la,range,1565-10-03,1565,10
file6547,p495,low,p477,low,1565-10-05,high,l587,low,de,full,1565-10-05,1565,10
file6548,p495,low,p8009,high,1565-10-05,high,l587,low,la,full,1565-10-05,1565,10
file6549,p8018,high,p495,low,1565-10-06,high,l41,high,la,full,1565-10-06,1565,10
file655,p505,low,p495,low,1549-08-25,low,l491,low,la,full,1549-08-25,1549,8
file6550,p8511,high,p495,high,1565-10-07,high,l260,high,la,full,1565-10-07,1565,10
file6551,p252,high,p495,low,1565-10-08,high,l176,high,de,full,1565-10-08,1565,10
file6552,p8009,high,p495,low,1565-10-08,high,l98,high,la,full,1565-10-08,1565,10
file6553,p2254,high,p495,high,1565-10-10,high,l260,high,la,full,1565-10-10,1565,10
file6554,p495,high,p8033,high,1565-10-12,high,l587,high,,full,1565-10-12,1565,10
file6555,p495,low,p8009,low,1565-10-12,high,l587,low,la,full,1565-10-12,1565,10
file6556,p3619,high,p495,low,1565-10-12,high,l153,high,de,full,1565-10-12,1565,10
file6557,p3740,high,p495,high,1565-10-12,high,l18,high,la,full,1565-10-12,1565,10
file6558,p8018,high,p495,high,1565-10-17,high,l41,high,la,full,1565-10-17,1565,10
file6559,p2899,high,p495,high,1565-10-19,high,l18,high,la,full,1565-10-19,1565,10
file6560,p8009,high,p495,low,1565-10-22,high,l98,high,de,full,1565-10-22,1565,10
file6561,p4037,high,p495,low,1565-10-23,high,l93,high,la,full,1565-10-23,1565,10
file6562,p8033,high,p495,high,1565-10-23,high,l167,high,,full,1565-10-23,1565,10
file6563,p495,high,p8033,high,1565-10-23,high,l587,high,,full,1565-10-23,1565,10
file6564,p8075,low,p495,high,1565-10-24,low,l210,low,la,full,1565-10-24,1565,10
file6565,p495,low,p8009,low,1565-10-26,low,l587,low,la,full,1565-10-26,1565,10
file6566,p8370,high,p495,high,1565-10-27,high,l546,high,la,full,1565-10-27,1565,10
file6567,p495,high,p8018,high,1565-11-01,high,l587,high,la,full,1565-11-01,1565,11
file6568,p495,low,p477,low,1565-11-03,high,l587,low,de,full,1565-11-03,1565,11
file6569,p495,low,p8085,high,1565-11-03,low,l587,low,la,full,1565-11-03,1565,11
file657,p8090,low,p495,high,1549-08-15/1549-08-25,low,l441,low,la,range,1549-08-15,1549,8
file6570,p3740,high,p495,low,1565-11-04,high,l18,high,la,full,1565-11-04,1565,11
file6571,p8033,high,p495,high,1565-11-06,high,l167,high,,full,1565-11-06,1565,11
file6572,p8466,high,p495,low,1565-11-06,high,l28,high,la,full,1565-11-06,1565,11
file6573,p495,low,p477,low,1565-11-10,high,l587,low,de,full,1565-11-10,1565,11
file6574,p8384,high,p495,high,1565-11-10,high,l28,high,la,full,1565-11-10,1565,11
file6575,p613,high,p495,low,1565-11-13,high,l378,high,la,full,1565-11-13,1565,11
file6576,p495,high,p8009,low,1565-11-16,high,l587,high,la,full,1565-11-16,1565,11
file6577,p8018,high,p495,low,1565-11-16/1565-11-26,low,l41,high,la,range,1565-11-16,1565,11
file6578,p8009,high,p495,low,1565-11-19,high,l98,high,la,full,1565-11-19,1565,11
file6579,p495,low,p8009,low,1565-11-23,high,l587,low,la,full,1565-11-23,1565,11
file658,p714,high,p495,high,1549-08-26,high,l28,high,la,full,1549-08-26,1549,8
file6580,p8075,low,p495,low,1565-11-23,high,l210,low,la,full,1565-11-23,1565,11
file6581,p8009,high,p495,low,1565-11-25,high,l98,high,de,full,1565-11-25,1565,11
file6582,p8018,high,p495,high,1565-11-26,high,l41,high,,full,1565-11-26,1565,11
file6583,p495,high,p8033,low,1565-11-28,high,l587,high,,full,1565-11-28,1565,11
file6584,p8063,high,p495,low,1565-11-28,high,l41,high,de,full,1565-11-28,1565,11
file6585,p495,high,p8009,low,1565-11-30,high,l587,high,la,full,1565-11-30,1565,11
file6586,p495,high,p1789,high,1565-11-30,high,l587,high,la,full,1565-11-30,1565,11
file6587,p8060,low,p495,low,1565-12,low,l210,low,la,year_month,1565-12-01,1565,12
file6588,p1789,low,p495,low,1565-12,low,l473,low,,year_month,1565-12-01,1565,12
file6589,p495,low,p477,low,1565-12-01,high,l587,low,de,full,1565-12-01,1565,12
file659,p1278,low,p495,high,1549-08-26,low,l28,low,la,full,1549-08-26,1549,8
file6590,p8466,low,p495,low,1565-12-01,high,l28,low,la,full,1565-12-01,1565,12
file6591,p613,high,p495,low,1565-12-02,high,l378,low,la,full,1565-12-02,1565,12
file6592,p8009,high,p495,low,1565-12-03,high,l98,high,de,full,1565-12-03,1565,12
file6593,p8009,high,p495,low,1565-12-04,high,l98,high,de,full,1565-12-04,1565,12
file6594,p3740,high,p495,low,1565-12-04,high,l18,high,la,full,1565-12-04,1565,12
file6595,p495,high,p8009,low,1565-12-07,low,l587,high,la,full,1565-12-07,1565,12
file6596,p3050,high,p495,high,1565-12-09,low,l378,high,la,full,1565-12-09,1565,12
file6597,p2899,high,p495,low,1565-12-10,high,l18,high,la,full,1565-12-10,1565,12
file6598,p495,low,,,1565-12-12,high,,,la,full,1565-12-12,1565,12
file6599,p495,high,,,1565-12-12,high,,,,full,1565-12-12,1565,12
file66,p2807,high,p495,high,1548-03-10,high,l93,high,la,full,1548-03-10,1548,3
file660,p8418,high,p495,high,1549-08-26,high,l28,high,la,full,1549-08-26,1549,8
file6600,,,,,1565-12-12,high,,,,full,1565-12-12,1565,12
file6601,p495,low,p8060,low,1565-12-12,low,l587,low,la,full,1565-12-12,1565,12
file6602,p495,low,p8060,low,1565-12-12,high,l587,low,,full,1565-12-12,1565,12
file6603,p8018,high,p495,low,1565-12-13,high,l41,high,la,full,1565-12-13,1565,12
file6604,p8033,high,,,1565-12-14,high,l167,high,la,full,1565-12-14,1565,12
file6605,p8033,high,p495,high,1565-12-14,high,l167,high,la,full,1565-12-14,1565,12
file6606,p495,low,p8070,high,1565-12-14,high,l587,low,,full,1565-12-14,1565,12
file6607,p495,high,p8009,low,1565-12-14,high,l587,high,la,full,1565-12-14,1565,12
file6608,p495,high,p1789,high,1565-12-14,high,l587,high,la,full,1565-12-14,1565,12
file6609,p495,low,p477,low,1565-12-15,high,l587,low,de,full,1565-12-15,1565,12
file661,p1767,high,p495,high,1549-08-27,high,l145,high,la,full,1549-08-27,1549,8
file6610,p495,high,p8385,high,1565-12-17,high,l587,high,,full,1565-12-17,1565,12
file6611,p8009,low,p495,low,1565-12-17,high,l98,low,la,full,1565-12-17,1565,12
file6612,p495,high,p8033,high,1565-12-18,high,l587,high,,full,1565-12-18,1565,12
file6613,p8018,high,p495,low,1565-12-19,high,l41,high,la,full,1565-12-19,1565,12
file6614,p495,high,p8009,low,1565-12-21,high,l587,high,la,full,1565-12-21,1565,12
file6615,p613,high,p495,low,1565-12-21,high,l378,high,la,full,1565-12-21,1565,12
file6616,p1234,high,p495,low,1565-12-21,high,l320,high,la,full,1565-12-21,1565,12
file6617,p495,high,p477,low,1565-12-23,high,l587,high,de,full,1565-12-23,1565,12
file6618,p1010,low,p495,high,1565-12-25,low,l404,low,la,full,1565-12-25,1565,12
file6619,p495,high,p8018,high,1565-12-26,high,l587,high,la,full,1565-12-26,1565,12
file662,p8082,high,p495,high,1549-08-28,high,l49,high,la,full,1549-08-28,1549,8
file6620,p3740,high,p495,low,1565-12-26,high,l18,high,la,full,1565-12-26,1565,12
file6621,p8011,high,,,1565-12-27,high,l587,high,la,full,1565-12-27,1565,12
file6622,p8011,low,p495,low,1565-12-27,high,l587,low,la,full,1565-12-27,1565,12
file6623,p495,high,p8009,high,1565-12-28,high,l587,high,la,full,1565-12-28,1565,12
file6624,p1993,high,p495,high,1565-12-29,high,l512,high,la,full,1565-12-29,1565,12
file6625,p8009,low,p495,high,1565-12-31,high,l98,low,la,full,1565-12-31,1565,12
